,date,open,high,low,close,adj_close,volume,daily_change,days_after_ipo
26,2010-08-05,21.540001,21.549999,20.049999,20.450001,20.450001,796200,-0.8099990000000012,188
27,2010-08-06,20.1,20.16,19.52,19.59,19.59,741900,-0.8600010000000005,189
28,2010-08-09,19.9,19.98,19.450001,19.6,19.6,812700,0.010000000000001563,192
29,2010-08-10,19.65,19.65,18.82,19.030001000000002,19.030001000000002,1281300,-0.5699989999999993,193
30,2010-08-11,18.690001000000002,18.879998999999998,17.85,17.9,17.9,797600,-1.1300010000000036,194
31,2010-08-12,17.799999,17.9,17.389999,17.6,17.6,691000,-0.29999999999999716,195
32,2010-08-13,18.18,18.450001,17.66,18.32,18.32,634000,0.7199999999999989,196
33,2010-08-16,18.450001,18.799999,18.26,18.780001000000002,18.780001000000002,485800,0.4600010000000019,199
34,2010-08-17,18.959999,19.4,18.780001000000002,19.15,19.15,447900,0.3699989999999964,200
35,2010-08-18,19.59,19.59,18.6,18.77,18.77,601300,-0.379999999999999,201
36,2010-08-19,18.540001,19.25,18.33,18.790001,18.790001,579100,0.0200010000000006,202
37,2010-08-20,18.65,19.110001,18.51,19.1,19.1,296000,0.30999900000000125,203
38,2010-08-23,19.09,20.389999,19.0,20.129998999999998,20.129998999999998,1088100,1.0299989999999966,206
39,2010-08-24,19.25,19.709999,18.950001,19.200001,19.200001,673100,-0.9299979999999977,207
40,2010-08-25,19.16,19.98,18.559998999999998,19.9,19.9,503300,0.6999989999999983,208
41,2010-08-26,19.889999,20.27,19.6,19.75,19.75,433800,-0.14999999999999858,209
42,2010-08-27,19.75,19.870001000000002,19.5,19.700001,19.700001,379600,-0.04999899999999968,210
43,2010-08-30,19.700001,20.190001000000002,19.610001,19.870001000000002,19.870001000000002,732800,0.1700000000000017,213
44,2010-08-31,19.66,19.790001,19.33,19.48,19.48,201100,-0.3900010000000016,214
45,2010-09-01,19.620001000000002,20.690001000000002,19.6,20.450001,20.450001,494900,0.9700009999999999,215
46,2010-09-02,20.370001000000002,21.24,20.309998999999998,21.059998999999998,21.059998999999998,487100,0.6099979999999974,216
47,2010-09-03,20.870001000000002,21.299999,20.66,21.049999,21.049999,434600,-0.00999999999999801,217
48,2010-09-07,20.610001,21.0,20.5,20.540001,20.540001,243400,-0.5099979999999995,221
49,2010-09-08,20.66,20.950001,20.6,20.9,20.9,288400,0.3599989999999984,222
50,2010-09-09,21.0,21.049999,20.690001000000002,20.709999,20.709999,376200,-0.19000099999999875,223
51,2010-09-10,20.75,20.93,19.76,20.17,20.17,386600,-0.5399989999999981,224
52,2010-09-13,20.889999,20.9,20.5,20.719998999999998,20.719998999999998,360800,0.5499989999999961,227
53,2010-09-14,20.540001,21.6,20.530001000000002,21.120001000000002,21.120001000000002,654700,0.4000020000000042,228
54,2010-09-15,20.98,22.0,20.790001,21.98,21.98,684600,0.8599989999999984,229
55,2010-09-16,22.15,23.16,20.84,20.940001000000002,20.940001000000002,2684500,-1.0399989999999981,230
56,2010-09-17,21.02,21.32,19.799999,20.23,20.23,1198500,-0.7100010000000019,231
57,2010-09-20,20.67,21.35,20.16,21.059998999999998,21.059998999999998,947500,0.8299989999999973,234
58,2010-09-21,20.889999,21.549999,20.67,20.77,20.77,796000,-0.2899989999999981,235
59,2010-09-22,20.870001000000002,20.950001,19.799999,19.870001000000002,19.870001000000002,962900,-0.8999989999999976,236
60,2010-09-23,19.889999,20.139999,19.5,19.559998999999998,19.559998999999998,668100,-0.31000200000000433,237
61,2010-09-24,19.950001,20.190001000000002,19.65,20.1,20.1,578900,0.5400010000000037,238
62,2010-09-27,20.4,20.809998999999998,20.049999,20.530001000000002,20.530001000000002,418600,0.43000100000000074,241
63,2010-09-28,21.040001,21.49,20.76,21.4,21.4,1214500,0.8699989999999964,242
64,2010-09-29,21.190001000000002,22.030001000000002,21.129998999999998,21.98,21.98,1969300,0.5800000000000018,243
65,2010-09-30,22.0,22.15,20.190001000000002,20.41,20.41,2195800,-1.5700000000000003,244
66,2010-10-01,20.690001000000002,20.75,20.309998999999998,20.6,20.6,597700,0.19000000000000128,245
67,2010-10-04,20.43,21.17,20.299999,20.99,20.99,643600,0.389999999999997,248
68,2010-10-05,21.15,21.280001000000002,21.01,21.120001000000002,21.120001000000002,332000,0.13000100000000359,249
69,2010-10-06,21.059998999999998,21.26,20.32,20.459999,20.459999,313400,-0.6600020000000022,250
70,2010-10-07,20.57,20.639999,20.34,20.43,20.43,141000,-0.02999900000000011,251
71,2010-10-08,20.43,20.790001,20.389999,20.43,20.43,267800,0.0,252
72,2010-10-11,20.440001000000002,20.700001,20.07,20.24,20.24,171200,-0.19000000000000128,255
73,2010-10-12,20.200001,20.280001000000002,20.030001000000002,20.24,20.24,244000,0.0,256
74,2010-10-13,20.639999,20.85,20.360001,20.540001,20.540001,318200,0.30000100000000174,257
75,2010-10-14,21.0,21.030001000000002,20.4,20.75,20.75,294800,0.20999899999999982,258
76,2010-10-15,20.889999,20.9,20.25,20.540001,20.540001,284700,-0.20999899999999982,259
77,2010-10-18,20.52,20.639999,20.219998999999998,20.23,20.23,162800,-0.31000099999999975,262
78,2010-10-19,20.200001,20.41,20.0,20.049999,20.049999,245200,-0.18000100000000074,263
79,2010-10-20,20.16,20.690001000000002,20.040001,20.65,20.65,312500,0.6000009999999989,264
80,2010-10-21,20.610001,20.950001,20.450001,20.75,20.75,417100,0.10000000000000142,265
81,2010-10-22,20.68,20.93,20.549999,20.719998999999998,20.719998999999998,161100,-0.030001000000002165,266
82,2010-10-25,20.940001000000002,20.98,20.73,20.85,20.85,118500,0.13000100000000359,269
83,2010-10-26,20.799999,21.870001000000002,20.51,21.360001,21.360001,660900,0.510000999999999,270
84,2010-10-27,21.25,21.379998999999998,20.65,21.0,21.0,356500,-0.36000100000000046,271
85,2010-10-28,21.389999,21.5,20.959999,21.190001000000002,21.190001000000002,224200,0.1900010000000023,272
86,2010-10-29,21.139999,21.85,21.049999,21.84,21.84,280600,0.6499989999999976,273
87,2010-11-01,21.940001000000002,22.75,21.309998999999998,21.41,21.41,455800,-0.4299999999999997,276
88,2010-11-02,21.68,21.879998999999998,21.049999,21.25,21.25,322500,-0.16000000000000014,277
89,2010-11-03,21.280001000000002,22.5,21.16,21.77,21.77,372600,0.5199999999999996,278
90,2010-11-04,22.6,25.33,22.15,24.9,24.9,1874000,3.129999999999999,279
91,2010-11-05,24.870001000000002,24.969998999999998,23.719998999999998,24.440001000000002,24.440001000000002,1011000,-0.45999899999999627,280
92,2010-11-08,24.5,25.0,24.030001000000002,24.98,24.98,509500,0.5399989999999981,283
93,2010-11-09,25.0,25.690001000000002,24.049999,24.629998999999998,24.629998999999998,956400,-0.35000100000000245,284
94,2010-11-10,24.48,29.969998999999998,24.049999,29.360001,29.360001,3060500,4.7300020000000025,285
95,2010-11-11,28.6,29.1,27.33,28.040001,28.040001,1945300,-1.3200000000000003,286
96,2010-11-12,28.25,30.5,28.07,29.84,29.84,2729100,1.7999989999999997,287
97,2010-11-15,30.219998999999998,32.939999,30.219998999999998,30.799999,30.799999,2622900,0.9599989999999998,290
98,2010-11-16,31.0,31.4,28.42,29.67,29.67,1347600,-1.129998999999998,291
99,2010-11-17,30.200001,30.75,28.610001,29.49,29.49,750000,-0.18000000000000327,292
100,2010-11-18,30.67,30.74,28.92,29.889999,29.889999,956100,0.3999990000000011,293
101,2010-11-19,30.16,31.370001000000002,29.700001,30.99,30.99,1150500,1.100000999999999,294
102,2010-11-22,31.57,33.450001,31.5,33.400002,33.400002,1529700,2.410002000000002,297
103,2010-11-23,33.290001000000004,35.68,32.189999,34.57,34.57,1577800,1.1699979999999996,298
104,2010-11-24,35.27,35.970001,34.330002,35.470001,35.470001,1425000,0.9000010000000032,299
105,2010-11-26,35.599998,36.0,34.75,35.32,35.32,350600,-0.15000100000000316,301
106,2010-11-29,35.41,35.950001,33.330002,34.330002,34.330002,1145600,-0.9899979999999999,304
107,2010-11-30,33.740002000000004,35.330002,33.41,35.330002,35.330002,2222600,1.0,305
108,2010-12-01,35.869999,36.419998,33.450001,34.349998,34.349998,1299200,-0.980004000000001,306
109,2010-12-02,34.009997999999996,34.299999,31.200001,32.349998,32.349998,2007000,-2.0,307
110,2010-12-03,32.009997999999996,32.25,30.870001000000002,31.49,31.49,1160100,-0.8599980000000009,308
111,2010-12-06,31.35,31.450001,29.559998999999998,30.309998999999998,30.309998999999998,1274400,-1.1800010000000007,311
112,2010-12-07,30.49,32.400002,30.049999,31.559998999999998,31.559998999999998,1311300,1.25,312
113,2010-12-08,32.48,32.490002000000004,31.52,32.369999,32.369999,660000,0.8100000000000023,313
114,2010-12-09,32.509997999999996,32.720001,31.65,32.049999,32.049999,406000,-0.3200000000000003,314
115,2010-12-10,32.049999,32.919998,31.129998999999998,31.52,31.52,429400,-0.5299990000000001,315
116,2010-12-13,31.639999,31.77,30.4,30.549999,30.549999,410400,-0.9700009999999999,318
117,2010-12-14,30.290001,30.389999,27.76,28.530001000000002,28.530001000000002,1765700,-2.0199979999999975,319
118,2010-12-15,28.67,29.969998999999998,28.530001000000002,29.6,29.6,742900,1.0699989999999993,320
119,2010-12-16,30.0,30.91,29.65,30.809998999999998,30.809998999999998,790100,1.2099989999999963,321
120,2010-12-17,31.34,31.540001,30.709999,31.360001,31.360001,813000,0.5500020000000028,322
121,2010-12-20,31.639999,32.189999,31.26,31.700001,31.700001,523400,0.33999999999999986,325
122,2010-12-21,31.799999,32.689999,31.709999,32.259997999999996,32.259997999999996,777700,0.5599969999999956,326
123,2010-12-22,32.25,32.860001000000004,31.700001,32.630001,32.630001,833300,0.3700030000000041,327
124,2010-12-23,31.26,32.48,29.92,30.09,30.09,1552600,-2.540001,328
125,2010-12-27,28.02,28.58,25.059998999999998,25.549999,25.549999,9301900,-4.540001,332
126,2010-12-28,25.85,26.75,25.0,26.41,26.41,4056300,0.8600010000000005,333
127,2010-12-29,27.030001000000002,28.01,26.5,27.73,27.73,3319200,1.3200000000000003,334
128,2010-12-30,27.700001,27.9,26.379998999999998,26.5,26.5,2041100,-1.2300000000000004,335
129,2010-12-31,26.57,27.25,26.5,26.629998999999998,26.629998999999998,1417900,0.12999899999999798,336
130,2011-01-03,26.84,27.0,25.9,26.620001000000002,26.620001000000002,1283000,-0.009997999999995955,339
131,2011-01-04,26.66,26.950001,26.02,26.67,26.67,1187400,0.04999899999999968,340
132,2011-01-05,26.48,26.9,26.190001000000002,26.83,26.83,1446700,0.1599999999999966,341
133,2011-01-06,26.83,28.0,26.809998999999998,27.879998999999998,27.879998999999998,2061200,1.0499989999999997,342
134,2011-01-07,28.0,28.58,27.9,28.24,28.24,2247900,0.36000100000000046,343
135,2011-01-10,28.17,28.68,28.049999,28.450001,28.450001,1342700,0.21000100000000188,346
136,2011-01-11,28.59,28.709999,26.92,26.959999,26.959999,1710200,-1.4900020000000005,347
137,2011-01-12,27.01,27.4,26.52,26.959999,26.959999,964400,0.0,348
138,2011-01-13,26.959999,26.969998999999998,26.16,26.219998999999998,26.219998999999998,723600,-0.740000000000002,349
139,2011-01-14,26.15,26.58,25.610001,25.75,25.75,1192000,-0.46999899999999784,350
140,2011-01-18,25.48,25.639999,24.75,25.639999,25.639999,1621700,-0.11000100000000046,354
141,2011-01-19,25.27,25.469998999999998,23.75,24.030001000000002,24.030001000000002,2371500,-1.6099979999999974,355
142,2011-01-20,24.030001000000002,24.450001,22.370001000000002,22.620001000000002,22.620001000000002,2279900,-1.4100000000000001,356
143,2011-01-21,23.120001000000002,23.59,22.709999,23.040001,23.040001,1217000,0.41999999999999815,357
144,2011-01-24,23.530001000000002,24.809998999999998,23.23,24.49,24.49,1645100,1.4499989999999983,360
145,2011-01-25,24.65,24.889999,24.02,24.68,24.68,1271500,0.19000000000000128,361
146,2011-01-26,24.709999,24.879998999999998,24.1,24.75,24.75,1079900,0.07000000000000028,362
147,2011-01-27,24.74,25.08,24.530001000000002,24.92,24.92,895700,0.1700000000000017,363
148,2011-01-28,24.879998999999998,24.879998999999998,23.75,24.01,24.01,1048400,-0.9100000000000001,364
149,2011-01-31,24.049999,24.120001000000002,23.5,24.1,24.1,830300,0.08999999999999986,367
150,2011-02-01,24.309998999999998,24.73,23.540001,23.91,23.91,707800,-0.19000000000000128,368
151,2011-02-02,24.16,24.18,23.67,23.940001000000002,23.940001000000002,569500,0.030001000000002165,369
152,2011-02-03,23.82,23.9,23.15,23.629998999999998,23.629998999999998,512000,-0.31000200000000433,370
153,2011-02-04,23.440001000000002,23.67,23.219998999999998,23.459999,23.459999,544000,-0.16999999999999815,371
154,2011-02-07,23.26,23.26,22.879998999999998,23.07,23.07,895100,-0.38999899999999954,374
155,2011-02-08,23.780001000000002,25.25,23.0,24.49,24.49,3504900,1.4199999999999982,375
156,2011-02-09,24.129998999999998,24.18,22.790001,23.209999,23.209999,2635600,-1.2800009999999986,376
157,2011-02-10,23.26,23.639999,22.809998999999998,23.219998999999998,23.219998999999998,836100,0.00999999999999801,377
158,2011-02-11,23.25,23.75,22.940001000000002,23.25,23.25,634500,0.030001000000002165,378
159,2011-02-14,23.639999,24.139999,23.049999,23.08,23.08,1283100,-0.1700000000000017,381
160,2011-02-15,23.01,23.17,22.559998999999998,22.84,22.84,953700,-0.23999999999999844,382
161,2011-02-16,23.1,24.969998999999998,23.07,24.73,24.73,4115100,1.8900000000000006,383
162,2011-02-17,24.629998999999998,25.49,23.549999,23.6,23.6,2618400,-1.129999999999999,384
163,2011-02-18,23.33,23.49,22.959999,23.18,23.18,2370700,-0.4200000000000017,385
164,2011-02-22,22.879998999999998,23.0,21.780001000000002,21.870001000000002,21.870001000000002,2064600,-1.3099989999999977,389
165,2011-02-23,22.18,22.5,21.110001,21.83,21.83,1605600,-0.04000100000000373,390
166,2011-02-24,21.780001000000002,22.58,21.5,22.530001000000002,22.530001000000002,1055300,0.7000010000000039,391
167,2011-02-25,22.809998999999998,23.85,22.690001000000002,23.610001,23.610001,1346300,1.0799999999999983,392
168,2011-02-28,23.74,24.1,23.5,23.889999,23.889999,1051200,0.2799979999999991,395
169,2011-03-01,24.049999,24.32,23.700001,23.940001000000002,23.940001000000002,1106400,0.050002000000002766,396
170,2011-03-02,23.82,24.280001000000002,23.73,24.02,24.02,663300,0.07999899999999727,397
171,2011-03-03,24.48,24.790001,24.059998999999998,24.360001,24.360001,640200,0.3400010000000009,398
172,2011-03-04,24.48,24.99,23.780001000000002,24.950001,24.950001,1580100,0.5899999999999999,399
173,2011-03-07,24.93,25.4,24.700001,24.940001000000002,24.940001000000002,2033600,-0.00999999999999801,402
174,2011-03-08,24.6,24.959999,24.0,24.66,24.66,1399900,-0.28000100000000216,403
175,2011-03-09,24.66,24.99,24.27,24.719998999999998,24.719998999999998,924800,0.05999899999999769,404
176,2011-03-10,24.440001000000002,24.49,23.73,24.01,24.01,1017000,-0.7099989999999963,405
177,2011-03-11,23.85,24.25,23.530001000000002,24.07,24.07,930800,0.05999999999999872,406
178,2011-03-14,23.82,24.0,23.200001,23.25,23.25,1166000,-0.8200000000000003,409
179,2011-03-15,22.200001,22.959999,21.799999,22.950001,22.950001,1318800,-0.2999989999999997,410
180,2011-03-16,22.860001,23.25,22.690001000000002,22.82,22.82,1169700,-0.13000100000000003,411
181,2011-03-17,23.24,23.43,22.639999,22.809998999999998,22.809998999999998,922600,-0.010001000000002591,412
182,2011-03-18,23.190001000000002,23.190001000000002,22.51,22.959999,22.959999,687900,0.15000000000000213,413
183,2011-03-21,23.049999,23.049999,22.540001,22.73,22.73,411700,-0.2299989999999994,416
184,2011-03-22,22.73,22.860001,22.0,22.190001000000002,22.190001000000002,582900,-0.5399989999999981,417
185,2011-03-23,22.110001,22.27,21.77,22.209999,22.209999,422800,0.019997999999997518,418
186,2011-03-24,22.139999,22.379998999999998,21.98,22.33,22.33,462200,0.12000099999999847,419
187,2011-03-25,22.43,23.0,22.4,22.75,22.75,568000,0.4200000000000017,420
188,2011-03-28,22.700001,23.540001,22.549999,23.25,23.25,1058100,0.5,423
189,2011-03-29,23.299999,24.0,23.209999,23.92,23.92,755400,0.6700000000000017,424
190,2011-03-30,24.110001,24.49,23.01,23.709999,23.709999,1223300,-0.21000100000000188,425
191,2011-03-31,26.549999,28.709999,26.5,27.75,27.75,11517800,4.040001,426
192,2011-04-01,27.450001,28.18,26.57,26.66,26.66,2864800,-1.0899999999999999,427
193,2011-04-04,26.83,27.0,25.23,25.83,25.83,2609300,-0.8300000000000018,430
194,2011-04-05,25.9,27.0,25.690001000000002,26.700001,26.700001,3180900,0.870001000000002,431
195,2011-04-06,26.99,27.01,25.799999,26.49,26.49,1288300,-0.21000100000000188,432
196,2011-04-07,26.85,27.940001000000002,26.450001,27.24,27.24,2810300,0.75,433
197,2011-04-08,27.58,27.6,26.360001,26.49,26.49,1946400,-0.75,434
198,2011-04-11,26.469998999999998,26.530001000000002,25.02,25.27,25.27,1369400,-1.2199999999999989,437
199,2011-04-12,25.08,25.209999,24.299999,24.65,24.65,1357400,-0.620000000000001,438
200,2011-04-13,25.129998999999998,25.690001000000002,24.809998999999998,24.93,24.93,1211500,0.28000000000000114,439
201,2011-04-14,24.870001000000002,25.280001000000002,24.200001,25.139999,25.139999,983400,0.20999899999999982,440
202,2011-04-15,25.65,26.18,25.41,25.58,25.58,943500,0.44000099999999875,441
203,2011-04-18,25.129998999999998,25.620001000000002,24.360001,25.030001000000002,25.030001000000002,1033900,-0.5499989999999961,444
204,2011-04-19,25.26,25.26,24.65,25.16,25.16,548700,0.12999899999999798,445
205,2011-04-20,25.700001,26.09,25.299999,25.75,25.75,837200,0.5899999999999999,446
206,2011-04-21,25.85,26.98,25.59,26.74,26.74,1386100,0.9899999999999984,447
207,2011-04-25,26.700001,26.73,25.969998999999998,26.389999,26.389999,800900,-0.3500009999999989,451
208,2011-04-26,26.66,27.25,26.309998999999998,26.93,26.93,1400000,0.5400010000000002,452
209,2011-04-27,26.93,27.360001,26.629998999999998,27.08,27.08,996900,0.14999999999999858,453
210,2011-04-28,27.07,27.690001000000002,26.719998999999998,27.66,27.66,1600000,0.5800000000000018,454
211,2011-04-29,27.690001000000002,27.870001000000002,27.42,27.6,27.6,726000,-0.05999999999999872,455
212,2011-05-02,27.6,27.799999,27.059998999999998,27.450001,27.450001,784600,-0.1499990000000011,458
213,2011-05-03,27.379998999999998,27.389999,26.5,26.870001000000002,26.870001000000002,913900,-0.5799999999999983,459
214,2011-05-04,26.780001000000002,27.0,25.75,26.690001000000002,26.690001000000002,1044500,-0.17999999999999972,460
215,2011-05-05,27.200001,27.440001000000002,26.17,26.440001000000002,26.440001000000002,1218500,-0.25,461
216,2011-05-06,26.9,27.700001,26.620001000000002,27.120001000000002,27.120001000000002,981700,0.6799999999999997,462
217,2011-05-09,27.0,28.0,26.85,27.91,27.91,916400,0.7899989999999981,465
218,2011-05-10,28.24,28.950001,27.91,28.33,28.33,1535300,0.41999999999999815,466
219,2011-05-11,28.200001,28.299999,26.92,27.07,27.07,962500,-1.259999999999998,467
220,2011-05-12,27.07,27.74,26.65,27.67,27.67,628000,0.6000000000000014,468
221,2011-05-13,28.0,28.190001000000002,27.299999,27.549999,27.549999,661500,-0.12000100000000202,469
222,2011-05-16,27.99,27.99,26.549999,26.6,26.6,755700,-0.9499989999999983,472
223,2011-05-17,27.0,27.0,25.719998999999998,25.959999,25.959999,1234200,-0.6400010000000016,473
224,2011-05-18,26.1,26.469998999999998,25.52,26.35,26.35,729500,0.3900010000000016,474
225,2011-05-19,27.030001000000002,28.440001000000002,26.6,28.200001,28.200001,2655100,1.850000999999999,475
226,2011-05-20,28.26,28.280001000000002,27.35,27.969998999999998,27.969998999999998,842500,-0.23000200000000248,476
227,2011-05-23,27.620001000000002,27.620001000000002,26.620001000000002,26.82,26.82,863600,-1.1499989999999976,479
228,2011-05-24,27.02,27.5,26.6,26.719998999999998,26.719998999999998,613700,-0.10000100000000245,480
229,2011-05-25,26.9,29.01,26.17,28.98,28.98,4693100,2.2600010000000026,481
230,2011-05-26,28.82,29.76,28.1,29.48,29.48,3336900,0.5,482
231,2011-05-27,29.540001,29.67,28.82,29.549999,29.549999,1687100,0.06999899999999926,483
232,2011-05-31,29.690001000000002,30.280001000000002,29.549999,30.139999,30.139999,3290500,0.5899999999999999,487
233,2011-06-01,30.0,30.1,28.379998999999998,28.52,28.52,1529900,-1.619999,488
234,2011-06-02,28.52,29.32,28.51,28.76,28.76,986300,0.240000000000002,489
235,2011-06-03,29.950001,31.5,29.5,30.129998999999998,30.129998999999998,6209200,1.3699989999999964,490
236,2011-06-06,30.1,30.129998999999998,28.26,28.700001,28.700001,2331100,-1.4299979999999977,493
237,2011-06-07,28.940001000000002,29.389999,28.26,28.370001000000002,28.370001000000002,1222100,-0.3299999999999983,494
238,2011-06-08,28.440001000000002,28.6,27.02,27.120001000000002,27.120001000000002,1695900,-1.25,495
239,2011-06-09,27.43,28.1,27.1,27.620001000000002,27.620001000000002,1603200,0.5,496
240,2011-06-10,27.52,28.299999,27.35,27.860001,27.860001,1566600,0.23999999999999844,497
241,2011-06-13,28.07,28.879998999999998,27.879998999999998,28.43,28.43,1713400,0.5699989999999993,500
242,2011-06-14,28.540001,29.700001,28.52,28.6,28.6,1573400,0.1700000000000017,501
243,2011-06-15,28.440001000000002,28.450001,27.07,27.32,27.32,1345000,-1.2800000000000011,502
244,2011-06-16,27.67,28.0,25.74,26.5,26.5,1842200,-0.8200000000000003,503
245,2011-06-17,26.870001000000002,27.700001,26.139999,26.5,26.5,1714000,0.0,504
246,2011-06-20,26.290001,26.459999,25.5,26.01,26.01,1537800,-0.48999999999999844,507
247,2011-06-21,26.24,27.73,26.0,27.530001000000002,27.530001000000002,1496000,1.5200010000000006,508
248,2011-06-22,27.370001000000002,28.25,27.1,27.209999,27.209999,1475600,-0.32000200000000234,509
249,2011-06-23,27.200001,27.719998999999998,26.209999,27.709999,27.709999,1170000,0.5,510
250,2011-06-24,27.639999,27.969998999999998,27.26,27.57,27.57,3608500,-0.13999899999999954,511
251,2011-06-27,27.73,28.280001000000002,27.309998999999998,27.459999,27.459999,1809400,-0.11000100000000046,514
252,2011-06-28,27.790001,28.25,27.67,28.110001,28.110001,889200,0.6500020000000006,515
253,2011-06-29,28.5,29.09,28.07,28.290001,28.290001,1461800,0.17999999999999972,516
254,2011-06-30,28.5,29.33,28.4,29.129998999999998,29.129998999999998,946700,0.8399979999999978,517
255,2011-07-01,29.07,29.6,28.799999,29.02,29.02,854900,-0.1099989999999984,518
256,2011-07-05,29.02,29.52,28.709999,29.139999,29.139999,996000,0.11999899999999997,522
257,2011-07-06,29.139999,29.139999,28.549999,28.959999,28.959999,926900,-0.17999999999999972,523
258,2011-07-07,29.139999,30.0,29.01,29.73,29.73,1327900,0.7700010000000006,524
259,2011-07-08,29.889999,29.889999,28.59,28.809998999999998,28.809998999999998,1240600,-0.9200010000000027,525
260,2011-07-11,28.4,28.530001000000002,28.0,28.35,28.35,975800,-0.45999899999999627,528
261,2011-07-12,28.370001000000002,29.09,28.0,28.17,28.17,1045400,-0.17999999999999972,529
262,2011-07-13,28.43,29.030001000000002,27.9,28.639999,28.639999,1066000,0.46999899999999784,530
263,2011-07-14,28.530001000000002,28.959999,27.25,27.610001,27.610001,1159000,-1.029997999999999,531
264,2011-07-15,27.790001,27.83,27.4,27.58,27.58,709000,-0.030001000000002165,532
265,2011-07-18,27.34,27.450001,26.629998999999998,27.23,27.23,851900,-0.34999999999999787,535
266,2011-07-19,27.58,28.110001,27.540001,27.889999,27.889999,1026100,0.6599989999999991,536
267,2011-07-20,28.0,30.440001000000002,27.799999,28.690001000000002,28.690001000000002,3048300,0.8000020000000028,537
268,2011-07-21,28.91,29.16,28.1,28.700001,28.700001,1011500,0.00999999999999801,538
269,2011-07-22,28.700001,29.540001,28.549999,29.290001,29.290001,583500,0.5899999999999999,539
270,2011-07-25,29.01,29.25,28.440001000000002,28.49,28.49,673300,-0.8000010000000017,542
271,2011-07-26,28.309998999999998,28.77,27.969998999999998,28.0,28.0,760600,-0.48999999999999844,543
272,2011-07-27,28.5,28.5,27.51,27.639999,27.639999,958500,-0.36000100000000046,544
273,2011-07-28,27.6,28.549999,27.540001,28.17,28.17,938700,0.5300010000000022,545
274,2011-07-29,27.799999,28.4,27.5,28.17,28.17,948200,0.0,546
275,2011-08-01,28.67,28.98,28.209999,28.77,28.77,1164900,0.5999999999999979,549
276,2011-08-02,28.690001000000002,29.200001,27.27,27.34,27.34,1549400,-1.4299999999999997,550
277,2011-08-03,27.5,27.83,26.34,27.200001,27.200001,1794500,-0.13999899999999954,551
278,2011-08-04,26.51,26.889999,24.67,24.75,24.75,3064500,-2.4500010000000003,552
279,2011-08-05,24.99,25.379998999999998,22.83,24.24,24.24,1964400,-0.5100000000000016,553
280,2011-08-08,23.1,24.440001000000002,23.1,23.639999,23.639999,2608500,-0.6000009999999989,556
281,2011-08-09,24.15,25.450001,23.700001,25.059998999999998,25.059998999999998,1333400,1.4199999999999982,557
282,2011-08-10,25.440001000000002,25.440001000000002,23.629998999999998,23.82,23.82,1564200,-1.2399989999999974,558
283,2011-08-11,24.040001,25.75,24.0,25.299999,25.299999,836500,1.4799989999999994,559
